"nome_officina","numero_intervento","codice_pezzo"
"Officina Tarvisio","DWM1618","PR038"
"Officina Lignano Sabbiadoro","HLA5700","PR007"
"Officina Buttrio","WZO9648","PR047"
"Officina Fagagna","CVO5492","PR030"
"Officina Azzano Decimo","CAS6303","PR032"
"Officina San Daniele del Friuli","OXT8970","PR007"
"Officina San Vito al Tagliamento","OBU0655","PR043"
"Officina Trieste","RZG9394","PR040"
"Officina Pasian di Prato","KVW8659","PR043"
"Officina Tolmezzo","LXB0958","PR044"
"Officina Cividale del Friuli","APD7449","PR049"
"Officina Monfalcone","YWY9706","PR016"
"Officina Tavagnacco","QHG9490","PR007"
"Officina Tavagnacco","VAM6036","PR037"
"Officina Azzano Decimo","BQN6597","PR024"
"Officina Gorizia","WEQ0881","PR021"
"Officina Codroipo","IOP5997","PR028"
"Officina Cividale del Friuli","INL0056","PR008"
"Officina Trieste","BGK3824","PR012"
"Officina Cervignano del Friuli","XVC8123","PR035"
"Officina Fagagna","OFX7274","PR046"
"Officina Aquileia","APT9009","PR005"
"Officina San Daniele del Friuli","ETI1864","PR037"
"Officina Pasian di Prato","WWR6672","PR009"
"Officina Trieste","ATH6974","PR031"
"Officina Latisana","FDG4071","PR018"
"Officina Spilimbergo","NMC9709","PR043"
"Officina Tavagnacco","QJX8398","PR004"
"Officina Buttrio","GJY5609","PR037"
"Officina Tricesimo","TPM4268","PR035"
"Officina Fagagna","TIB9410","PR025"
"Officina Tricesimo","USF4775","PR046"
"Officina Pordenone","PJX7732","PR028"
"Officina Udine","RTK5143","PR014"
"Officina Fagagna","UDR3712","PR027"
"Officina Fagagna","EQD3018","PR003"
"Officina Spilimbergo","GMI5364","PR041"
"Officina Maniago","BDZ8170","PR037"
"Officina Lignano Sabbiadoro","KRK5583","PR030"
"Officina Gorizia","FPQ1725","PR003"
"Officina Gorizia","BUO1527","PR009"
"Officina Aquileia","GFZ3149","PR004"
"Officina Spilimbergo","LMY6333","PR029"
"Officina Tavagnacco","NJQ6150","PR022"
"Officina Palmanova","UHD1354","PR014"
"Officina San Daniele del Friuli","VZG3512","PR040"
"Officina Latisana","NJV5682","PR015"
"Officina San Giorgio di Nogaro","WNP0933","PR019"
"Officina Spilimbergo","XTD6758","PR023"
"Officina Monfalcone","NDR6899","PR007"
"Officina Pasian di Prato","TJU7596","PR001"
"Officina San Giorgio di Nogaro","RHK9432","PR047"
"Officina San Vito al Tagliamento","PCJ4245","PR016"
"Officina San Vito al Tagliamento","DJF1103","PR038"
"Officina Lignano Sabbiadoro","IJR8609","PR039"
"Officina Palmanova","LVL4211","PR006"
"Officina Cervignano del Friuli","CTP9855","PR034"
"Officina Buttrio","MBQ0707","PR025"
"Officina Buttrio","DNN8225","PR031"
"Officina Spilimbergo","LNP4784","PR005"
"Officina Trieste","LIU6790","PR003"
"Officina Sacile","ENV8464","PR012"
"Officina San Vito al Tagliamento","FIZ7627","PR019"
"Officina Gorizia","XUU1248","PR006"
"Officina Udine","VXB7913","PR001"
"Officina San Daniele del Friuli","FZG8081","PR038"
"Officina Maniago","LWC6390","PR029"
"Officina Fagagna","YXN9919","PR012"
"Officina Gorizia","IHT7954","PR011"
"Officina Trieste","DYV8447","PR022"
"Officina Fagagna","BWL2465","PR031"
"Officina Pordenone","ZAS3708","PR030"
"Officina San Vito al Tagliamento","QNI6470","PR038"
"Officina Cividale del Friuli","QZD2011","PR005"
"Officina Aquileia","PJA1832","PR019"
"Officina Azzano Decimo","OSO0381","PR018"
"Officina Fagagna","SKT5956","PR030"
"Officina San Giorgio di Nogaro","TTA3540","PR024"
"Officina San Giorgio di Nogaro","VKT6858","PR020"
"Officina Azzano Decimo","PMM3789","PR037"
"Officina Sacile","KCS6476","PR004"
"Officina Gorizia","GHC2774","PR026"
"Officina Spilimbergo","WDQ8632","PR035"
"Officina Gorizia","ERT5584","PR003"
"Officina Gemona","ORV1109","PR040"
"Officina Tarvisio","MIC3275","PR050"
"Officina Azzano Decimo","RJX5605","PR001"
"Officina Gorizia","XIU9334","PR022"
"Officina Trieste","WCO3748","PR050"
"Officina Trieste","DVE7583","PR048"
"Officina Udine","UHA6320","PR010"
"Officina San Giorgio di Nogaro","UFC5050","PR001"
"Officina Buttrio","IZX5736","PR043"
"Officina Gorizia","URD2224","PR020"
"Officina Udine","YWF5862","PR008"
"Officina Gorizia","RFJ6692","PR003"
"Officina San Daniele del Friuli","IVJ8499","PR032"
"Officina Trieste","YEE7892","PR007"
"Officina Azzano Decimo","FSM2997","PR021"
"Officina Tricesimo","ZYW8115","PR022"
"Officina Pordenone","WFW2217","PR039"
"Officina San Daniele del Friuli","EGQ4203","PR001"
"Officina Latisana","EOA1858","PR047"
"Officina Pasian di Prato","ENE9339","PR009"
"Officina Gemona","QYA0406","PR008"
"Officina San Giorgio di Nogaro","AGL2919","PR035"
"Officina Palmanova","QZR4739","PR007"
"Officina Azzano Decimo","WRK6535","PR042"
"Officina Sacile","UOH5047","PR003"
"Officina Maniago","KLU3848","PR045"
"Officina Tarvisio","FXH2783","PR010"
"Officina Spilimbergo","MZJ5333","PR007"
"Officina Maniago","JEH1187","PR036"
"Officina San Giorgio di Nogaro","UOQ5532","PR024"
"Officina San Vito al Tagliamento","PML9090","PR050"
"Officina Azzano Decimo","VOA6678","PR042"
"Officina Cividale del Friuli","SUA7331","PR002"
"Officina Lignano Sabbiadoro","NOM9016","PR036"
"Officina Cervignano del Friuli","IRF7623","PR042"
"Officina Adegliaco","GJW6187","PR020"
"Officina Azzano Decimo","XWE1750","PR020"
"Officina Codroipo","YPN6845","PR034"
"Officina Cividale del Friuli","CLF3920","PR022"
"Officina Monfalcone","ZVY5149","PR015"
"Officina Tarvisio","NDI3061","PR031"
"Officina Fagagna","DBH8982","PR013"
"Officina Tolmezzo","FHJ5473","PR020"
"Officina Tavagnacco","SRC8687","PR050"
"Officina Lignano Sabbiadoro","WXR6312","PR047"
"Officina Tavagnacco","UNA3298","PR001"
"Officina Tavagnacco","CVP2425","PR035"
"Officina Codroipo","CDK4123","PR018"
"Officina Tolmezzo","UGI9234","PR049"
"Officina Trieste","KWR7705","PR011"
"Officina Fagagna","WSL2993","PR006"
"Officina Fagagna","JUR0057","PR009"
"Officina Cividale del Friuli","VPC1509","PR017"
"Officina Cervignano del Friuli","NLC9334","PR017"
"Officina Gemona","MNU1010","PR015"
"Officina Latisana","SBU3322","PR017"
"Officina San Daniele del Friuli","SAQ2069","PR005"
"Officina Adegliaco","YDB7159","PR008"
"Officina Gorizia","GZQ5278","PR032"
"Officina Fagagna","QSL9177","PR024"
"Officina Adegliaco","NXB0746","PR047"
"Officina Sacile","OJA1272","PR019"
"Officina Tolmezzo","VOA5933","PR010"
"Officina Tarvisio","CHM4492","PR044"
"Officina Palmanova","GAD3651","PR012"
"Officina Aquileia","CZG9259","PR008"
"Officina Lignano Sabbiadoro","XNM8532","PR026"
"Officina Tricesimo","WIN1857","PR001"
"Officina Adegliaco","CYW8949","PR019"
"Officina Cervignano del Friuli","ULT4778","PR018"
"Officina Gorizia","LKZ2223","PR011"
"Officina Cividale del Friuli","MWA6736","PR047"
"Officina Aquileia","DKX4867","PR026"
"Officina Latisana","DCW4497","PR029"
"Officina Fagagna","ABU4153","PR004"
"Officina Tavagnacco","YFA3370","PR031"
"Officina Tavagnacco","FWF4014","PR043"
"Officina Gemona","SUP8470","PR002"
"Officina Tavagnacco","LJO7347","PR010"
"Officina Tarvisio","VTF3388","PR050"
"Officina Cervignano del Friuli","TWG9826","PR020"
"Officina Latisana","SHD4899","PR022"
"Officina Maniago","FCE8746","PR020"
"Officina Aquileia","TXJ6176","PR016"
"Officina Azzano Decimo","IHB3318","PR033"
"Officina Maniago","MSV2163","PR033"
"Officina Cervignano del Friuli","FDA1494","PR016"
"Officina Spilimbergo","LCF6850","PR048"
"Officina Fagagna","OLR1960","PR048"
"Officina Trieste","DOW1017","PR033"
"Officina Tolmezzo","XYN8483","PR007"
"Officina Gorizia","ARK3813","PR003"
"Officina Adegliaco","EMA9799","PR047"
"Officina Buttrio","SMW4619","PR029"
"Officina Sacile","DRJ3860","PR035"
"Officina Spilimbergo","YQC3696","PR031"
"Officina Monfalcone","MEN9576","PR012"
"Officina Latisana","WUR2424","PR004"
"Officina Pasian di Prato","QFV5457","PR024"
"Officina Azzano Decimo","ONS2563","PR004"
"Officina Tolmezzo","CNK9393","PR032"
"Officina Fagagna","IZC9907","PR029"
"Officina Maniago","TRC0947","PR050"
"Officina Sacile","PDP6142","PR049"
"Officina Tavagnacco","DWU5936","PR031"
"Officina Udine","FGD6068","PR034"
"Officina Gorizia","HYG8285","PR037"
"Officina Lignano Sabbiadoro","PYR7071","PR005"
"Officina Buttrio","DJS9950","PR029"
"Officina San Giorgio di Nogaro","CQM0341","PR046"
"Officina Lignano Sabbiadoro","LGE7236","PR019"
"Officina Cervignano del Friuli","ZQY7352","PR034"
"Officina Monfalcone","XYA4788","PR022"
"Officina Tavagnacco","QJZ0352","PR050"
"Officina Latisana","JSS1865","PR003"
"Officina Latisana","URP8157","PR001"
"Officina Spilimbergo","VNI2019","PR010"
"Officina Palmanova","BPP7637","PR029"
"Officina Sacile","NMQ1230","PR003"
"Officina Maniago","MWL8112","PR042"
"Officina Spilimbergo","CSC2414","PR019"
"Officina Udine","GKA2207","PR005"
"Officina Maniago","SVL9940","PR044"
"Officina Tricesimo","PVS8710","PR002"
"Officina Lignano Sabbiadoro","TMT0605","PR049"
"Officina Cividale del Friuli","JKW5909","PR050"
"Officina Tolmezzo","BUK1955","PR040"
"Officina Gorizia","WUX6489","PR014"
"Officina Tarvisio","AMD1458","PR012"
"Officina Pasian di Prato","AUS0860","PR049"
"Officina San Giorgio di Nogaro","LUW7633","PR044"
"Officina Palmanova","FYV4201","PR025"
"Officina Adegliaco","DJT6689","PR047"
"Officina Latisana","SCU9072","PR019"
"Officina Tolmezzo","MGU8948","PR004"
"Officina Tavagnacco","XJN7935","PR009"
"Officina Cividale del Friuli","AOO4249","PR027"
"Officina Pordenone","DEM5618","PR022"
"Officina Aquileia","IIO1848","PR038"
"Officina Aquileia","XVF5624","PR004"
"Officina Tricesimo","KQR3972","PR033"
"Officina Codroipo","JHP9576","PR034"
"Officina Tavagnacco","DQS6884","PR038"
"Officina Tolmezzo","TZS7983","PR026"
"Officina Latisana","MLN7488","PR031"
"Officina Pasian di Prato","GXX8816","PR031"
"Officina Pasian di Prato","SKE9153","PR008"
"Officina Cividale del Friuli","SQX4739","PR017"
"Officina Trieste","KOO5017","PR017"
"Officina Pordenone","BNV1632","PR019"
"Officina San Daniele del Friuli","RGW8754","PR011"
"Officina Cividale del Friuli","ZIF7526","PR036"
"Officina Tarvisio","CLX6547","PR027"
"Officina Cervignano del Friuli","GRW8259","PR028"
"Officina Tolmezzo","HRI9346","PR040"
"Officina Tavagnacco","OMA4277","PR028"
"Officina Pordenone","KYN0500","PR013"
"Officina Gemona","GMQ8960","PR038"
"Officina Adegliaco","FMG2264","PR048"
"Officina Cividale del Friuli","VSU7571","PR039"
"Officina Aquileia","ZXU6533","PR048"
"Officina Tolmezzo","UBJ5568","PR001"
"Officina Gorizia","BUO7938","PR024"
"Officina Tarvisio","TGY6076","PR018"
"Officina Trieste","ZNT8076","PR023"
"Officina San Giorgio di Nogaro","DSH0467","PR006"
"Officina Codroipo","AQT3482","PR025"
"Officina Adegliaco","DRN2464","PR020"
"Officina Palmanova","BTX3245","PR043"
"Officina Tolmezzo","CVW3339","PR043"
"Officina Cervignano del Friuli","MPX2573","PR033"
"Officina San Daniele del Friuli","QDD6899","PR030"
"Officina Gemona","VAF5613","PR002"
"Officina Pordenone","BVZ5020","PR031"
"Officina Lignano Sabbiadoro","RWV1068","PR029"
"Officina Lignano Sabbiadoro","VTY9273","PR039"
"Officina Maniago","OWZ0362","PR048"
"Officina Pordenone","VPF5987","PR041"
"Officina Trieste","ULP6528","PR001"
"Officina Codroipo","VJZ9446","PR036"
"Officina Lignano Sabbiadoro","EXJ9138","PR043"
"Officina San Daniele del Friuli","ZZG7175","PR024"
"Officina Codroipo","HCD9685","PR042"
"Officina Cervignano del Friuli","DIR3770","PR031"
"Officina Pordenone","KKC9008","PR035"
"Officina Sacile","EYE7026","PR002"
"Officina Gemona","IZA7672","PR012"
"Officina Tolmezzo","ULJ1716","PR031"
"Officina Codroipo","AZT1163","PR026"
"Officina Pordenone","OLN2690","PR041"
"Officina San Vito al Tagliamento","LRK4149","PR035"
"Officina Pordenone","NIN5904","PR039"
"Officina Tolmezzo","LYS0481","PR030"
"Officina Adegliaco","XBK4056","PR042"
"Officina Trieste","AWE7907","PR029"
"Officina San Daniele del Friuli","GTY0227","PR008"
"Officina Tricesimo","DFX4679","PR018"
"Officina Tarvisio","GSS1954","PR009"
"Officina Monfalcone","VXA8217","PR043"
"Officina Pordenone","TTC8876","PR033"
"Officina Gorizia","EUB8665","PR004"
"Officina Udine","SDL3460","PR033"
"Officina Maniago","XNP9925","PR050"
"Officina Azzano Decimo","JNM1415","PR022"
"Officina Tricesimo","YCB8259","PR002"
"Officina Azzano Decimo","IOQ2007","PR015"
"Officina Gemona","UEG2751","PR013"
"Officina Tarvisio","FRP6686","PR004"
"Officina Codroipo","MRO9336","PR029"
"Officina Pordenone","TNJ9283","PR037"
"Officina Aquileia","FJV6655","PR015"
"Officina Fagagna","CAP8360","PR011"
"Officina Lignano Sabbiadoro","RLE4197","PR037"
"Officina Lignano Sabbiadoro","EYR3198","PR020"
"Officina Pordenone","MGC8591","PR047"
"Officina Buttrio","ILQ6892","PR026"
"Officina Monfalcone","JVZ1330","PR022"
"Officina Adegliaco","UFS3008","PR018"
"Officina Aquileia","SAX0887","PR021"
"Officina Tavagnacco","VWC8213","PR021"
"Officina Adegliaco","RNU1294","PR050"
"Officina Udine","ZUH8665","PR049"
"Officina Azzano Decimo","LUX8371","PR006"
"Officina Azzano Decimo","XDO9369","PR004"
"Officina Trieste","ZGQ1883","PR019"
"Officina Maniago","TKG9090","PR017"
"Officina Maniago","NIE0548","PR003"
"Officina San Giorgio di Nogaro","YIQ0095","PR029"
"Officina Tolmezzo","LMC1780","PR036"
"Officina San Daniele del Friuli","SEN7993","PR022"
"Officina Cividale del Friuli","XPQ1408","PR028"
"Officina Tolmezzo","PEW6300","PR026"
"Officina Gorizia","CJX6157","PR001"
"Officina Buttrio","LEW2373","PR042"
"Officina Codroipo","PDV0690","PR034"
"Officina Pasian di Prato","ASP9111","PR012"
"Officina Tavagnacco","ARW6819","PR026"
"Officina Palmanova","JEE6457","PR036"
"Officina Udine","TSO8128","PR024"
"Officina Latisana","ZTB3205","PR019"
"Officina Maniago","OLZ5621","PR040"
"Officina Buttrio","RQA8078","PR042"
"Officina Azzano Decimo","SJA1228","PR015"
"Officina Maniago","VLA6894","PR038"
"Officina Trieste","UJV3769","PR002"
"Officina Palmanova","FCB1076","PR006"
"Officina Udine","EID0853","PR017"
"Officina San Daniele del Friuli","FGX1687","PR037"
"Officina Azzano Decimo","APS3803","PR024"
"Officina San Daniele del Friuli","CTM9561","PR050"
"Officina Tarvisio","ZRV6146","PR007"
"Officina Trieste","HFE7014","PR006"
"Officina Lignano Sabbiadoro","JDL6636","PR013"
"Officina Spilimbergo","NBW0434","PR038"
"Officina Udine","NKA4648","PR038"
"Officina Gorizia","PLK4324","PR050"
"Officina Gorizia","TLM1360","PR006"
"Officina San Vito al Tagliamento","LFB9256","PR024"
"Officina Latisana","TGC0339","PR030"
"Officina Gemona","LJD3624","PR025"
"Officina Cividale del Friuli","STX7290","PR023"
"Officina Tavagnacco","MQG8973","PR042"
"Officina Buttrio","YTA8342","PR046"
"Officina San Vito al Tagliamento","XOU5727","PR021"
"Officina Gorizia","LEK5116","PR017"
"Officina Gemona","ZVS2972","PR001"
"Officina San Vito al Tagliamento","CMK8528","PR046"
"Officina San Vito al Tagliamento","KPD4788","PR003"
"Officina Cervignano del Friuli","XDW9262","PR043"
"Officina Tricesimo","IBG5254","PR039"
"Officina Pordenone","JYS1966","PR029"
"Officina Cervignano del Friuli","VLD4022","PR016"
"Officina Tolmezzo","FKB3620","PR027"
"Officina Trieste","FJV0679","PR023"
"Officina Cervignano del Friuli","BLL5928","PR036"
"Officina Pordenone","AGU5672","PR044"
"Officina Cividale del Friuli","PQA5858","PR002"
"Officina Cividale del Friuli","GLZ8119","PR041"
"Officina Latisana","NCZ2830","PR012"
"Officina Tolmezzo","NRQ9828","PR037"
"Officina Pasian di Prato","VEH0856","PR037"
"Officina Udine","EXA7700","PR023"
"Officina Tavagnacco","BEE5396","PR050"
"Officina Codroipo","ORI4912","PR036"
"Officina Lignano Sabbiadoro","CCF1610","PR036"
"Officina Maniago","AQP4545","PR048"
"Officina Codroipo","ZSR9915","PR010"
"Officina Trieste","PTT9671","PR041"
"Officina Palmanova","PXY3432","PR032"
"Officina Spilimbergo","VSO7144","PR012"
"Officina San Daniele del Friuli","PMI5828","PR046"
"Officina Tolmezzo","QEC9943","PR029"
"Officina San Giorgio di Nogaro","MEH1776","PR024"
"Officina Tavagnacco","CBC5043","PR049"
"Officina Latisana","YGG3911","PR016"
"Officina San Daniele del Friuli","FHL8029","PR013"
"Officina Palmanova","ECS7075","PR004"
"Officina Cervignano del Friuli","HTO3156","PR015"
"Officina Tolmezzo","OXG8800","PR019"
"Officina Latisana","KVO1299","PR036"
"Officina Tarvisio","QCY1454","PR017"
"Officina Trieste","KJF6111","PR035"
"Officina San Daniele del Friuli","OIQ7600","PR045"
"Officina San Vito al Tagliamento","KAU8820","PR007"
"Officina Gemona","YXL4758","PR005"
"Officina Tricesimo","PYG6285","PR001"
"Officina Tolmezzo","NYD7335","PR011"
"Officina Adegliaco","AQE2912","PR016"
"Officina Gorizia","FVE2237","PR025"
"Officina Aquileia","VCI5467","PR050"
"Officina Tarvisio","RNP7455","PR012"
"Officina Cervignano del Friuli","IWQ8902","PR042"
"Officina Codroipo","AXQ0318","PR017"
"Officina Sacile","GIY5866","PR037"
"Officina Codroipo","VCD3543","PR015"
"Officina Azzano Decimo","QJV2911","PR008"
"Officina Buttrio","ZVU0515","PR010"
"Officina San Giorgio di Nogaro","FJX3648","PR039"
"Officina Monfalcone","ALI8368","PR044"
"Officina Adegliaco","FUR4325","PR041"
"Officina Gorizia","GCF5107","PR034"
"Officina Tricesimo","YRV6412","PR049"
"Officina Adegliaco","LNB6889","PR034"
"Officina Lignano Sabbiadoro","KZG4870","PR016"
"Officina Udine","QVZ8931","PR038"
"Officina Tarvisio","RAH7803","PR032"
"Officina Trieste","QZZ3995","PR049"
"Officina Adegliaco","YPS4275","PR041"
"Officina Gemona","AQD2503","PR006"
"Officina Trieste","HYK9608","PR030"
"Officina Palmanova","WXS7645","PR027"
"Officina Buttrio","OGT0131","PR005"
"Officina Monfalcone","QOM6628","PR029"
"Officina Latisana","GIV4692","PR044"
"Officina Codroipo","KYS1702","PR036"
"Officina Azzano Decimo","WQP6818","PR044"
"Officina Tricesimo","QTH3489","PR014"
"Officina Pasian di Prato","PLT1494","PR042"
"Officina Sacile","TAV7480","PR039"
"Officina Monfalcone","EEW9504","PR006"
"Officina Lignano Sabbiadoro","AVE8219","PR046"
"Officina Cividale del Friuli","ZVI5852","PR015"
"Officina Trieste","RAK3275","PR012"
"Officina Adegliaco","RER8638","PR040"
"Officina Lignano Sabbiadoro","GYS5490","PR043"
"Officina Trieste","RDF3469","PR023"
"Officina Adegliaco","EPG1802","PR035"
"Officina Spilimbergo","FLF2595","PR018"
"Officina Spilimbergo","GDL1867","PR005"
"Officina Tarvisio","CWZ5303","PR006"
"Officina Aquileia","GZE4076","PR038"
"Officina Aquileia","HNO6415","PR049"
"Officina San Giorgio di Nogaro","GFT6995","PR040"
"Officina Gemona","IMB5895","PR025"
"Officina San Daniele del Friuli","JNF0478","PR018"
"Officina Azzano Decimo","UOR9033","PR018"
"Officina Maniago","SFO8731","PR036"
"Officina Udine","TFW9226","PR031"
"Officina Palmanova","QOK7763","PR007"
"Officina Tarvisio","PNC5908","PR011"
"Officina Lignano Sabbiadoro","QDM5870","PR025"
"Officina Adegliaco","QUV5586","PR018"
"Officina Cividale del Friuli","USN2673","PR011"
"Officina Tarvisio","AKG4600","PR022"
"Officina Tavagnacco","GYD5664","PR010"
"Officina Codroipo","ZDX7778","PR049"
"Officina Adegliaco","HET9796","PR044"
"Officina San Vito al Tagliamento","SFI0478","PR048"
"Officina San Giorgio di Nogaro","WWZ9357","PR026"
"Officina Pordenone","ZQO7822","PR016"
